mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,pitch_mean,pitch_std,f1_mean,f2_mean,f3_mean,filename,label
-132.49315,96.32683,4.3832173,15.519945,3.252633,0.50632393,-16.893564,-12.894623,-17.874058,2.3508964,-1.4915025,-0.5168691,-10.7865,115.97028270387516,42.90393028355244,903.6131163550907,1894.2657194161834,2978.8683952264864,03-01-02-02-02-01-01.wav,calm
-140.83363,95.87489,-0.56067735,25.285473,1.0325761,-0.05671046,-19.88417,-16.916788,-17.025187,5.7253575,-3.7251441,0.65878904,-13.36402,108.69372593685333,20.90187774729614,938.6217537181549,1965.0545708115585,2998.7207100983555,03-01-02-02-02-02-01.wav,calm
-125.1787,108.5249,-12.750311,27.833645,-9.352283,-11.169151,-17.079008,-24.661098,-18.250578,-2.845408,-20.700678,4.6738124,-19.866339,160.16031811793007,53.39201378476634,798.6858651653039,1837.169565994406,2899.980478948953,03-01-03-01-01-01-01.wav,happy
-183.56258,100.756096,-14.095285,30.26416,-0.9895304,-12.585621,-14.373537,-26.039557,-14.0871,2.7289083,-17.657833,8.632251,-17.354532,149.78913477878856,92.48379127505159,930.4457726574938,1963.978147812498,3005.34759081486,03-01-03-01-01-02-01.wav,happy
-127.816376,107.006424,-0.7321502,22.435137,-10.5040655,-8.199681,-17.843481,-28.099245,-22.602718,4.830383,-16.477804,4.4340816,-15.829876,137.2366784111917,51.284084147651946,928.0624619693145,1888.766520125035,2994.7205549237447,03-01-03-01-02-01-01.wav,happy
-111.86907,88.35189,-1.762402,25.896257,-9.977141,-4.3733,-16.902098,-28.461878,-21.70603,0.49027973,-14.014604,4.1289196,-16.613876,137.81960903546653,70.21144226067968,956.2706622753353,1969.9532285820374,3034.160545692533,03-01-03-01-02-02-01.wav,happy
-158.70068,84.9267,-18.76642,5.7485843,-12.408154,-17.353966,-33.329315,-18.157242,-31.258026,-1.5399992,-19.453896,-0.47028106,-18.804039,209.56208684945494,49.38628852450534,907.2770311121772,1914.3302330680408,2909.908922954595,03-01-03-02-01-01-01.wav,happy
-173.6683,86.639084,-28.225592,10.316698,-10.238006,-20.278473,-24.836758,-27.220255,-35.226376,4.0294027,-24.137304,0.48186502,-17.335943,224.20940809250953,78.07896957005813,919.6615169817567,1832.1492297648388,2890.865900840248,03-01-03-02-01-02-01.wav,happy
-119.79694,69.54781,-18.618893,10.329036,-11.622662,-17.27999,-22.577673,-31.62697,-26.08506,3.2251244,-24.763533,5.0292172,-20.235409,187.40046537878516,74.57214618389374,984.7811383152767,1933.1331768196578,3023.819683515813,03-01-03-02-02-01-01.wav,happy
-141.44711,74.04506,-22.01967,6.0998006,-13.224957,-15.379597,-24.994017,-30.855556,-27.536322,-0.35803497,-19.561712,4.2339864,-16.807943,180.97212588435892,69.65297770823534,946.1138015277817,1956.8549118496842,3025.379668663491,03-01-03-02-02-02-01.wav,happy
-185.03648,105.790085,-10.582515,32.965275,-2.983818,-4.4402246,-15.945287,-24.948914,-13.575386,-7.1932077,-6.3650885,-0.9189215,-17.450718,126.80455017971742,22.529785668148644,916.8168048434175,1955.8262167737926,3050.4555109380635,03-01-04-01-01-01-01.wav,sad
-166.36719,109.72305,-11.896858,37.197575,-5.951604,-2.294101,-14.352956,-23.58364,-19.069279,-3.6359794,-7.2609644,-1.8122218,-12.509719,109.39728607296719,21.209592322450746,898.2021038315993,1961.7118296769374,2990.101878853398,03-01-04-01-01-02-01.wav,sad
-150.01729,112.71595,-11.204043,36.873207,-5.383117,-3.9577153,-17.007624,-28.545702,-18.195633,-1.3955082,-6.654434,-1.1908251,-12.200355,107.9800577773271,19.587598412218387,939.3906610241767,1969.9288514797656,3097.9445537173337,03-01-04-01-02-01-01.wav,sad
-149.87321,105.40996,-4.74052,40.239204,-7.2111354,2.2837787,-13.779667,-30.154446,-19.245079,-6.4995694,-10.462593,1.2237272,-15.944675,112.31780621618825,21.748894277328514,889.0363759182213,1975.5452713226057,3051.5564010818753,03-01-04-01-02-02-01.wav,sad
-162.99548,106.685814,-5.4683847,35.304787,-6.7133975,-5.5407248,-17.667011,-26.115726,-12.490031,-6.0611906,-10.971998,-0.77331907,-17.51116,124.42045867211893,19.970872317726126,922.0825301661141,1978.7213487308188,3057.4322563631154,03-01-04-02-01-01-01.wav,sad
-190.1833,95.8847,-11.142574,23.607237,-4.319815,-15.743699,-19.713425,-31.151484,-21.660864,-0.804782,-21.040771,5.198068,-22.388723,147.1301266219393,33.80524307290255,926.43183227186,2007.3707578380863,3031.071675290929,03-01-04-02-01-02-01.wav,sad
-157.42673,90.73993,-13.299506,29.06296,-7.091613,-13.346456,-19.152456,-38.396713,-23.186089,-2.041321,-18.974539,3.8915145,-19.074663,141.30519842833303,31.627667128564525,891.5051777105606,1928.1014754920864,3072.7985286672315,03-01-04-02-02-01-01.wav,sad
-120.651474,82.7527,-10.051072,24.219452,-9.532091,-12.465088,-22.766119,-33.972378,-20.319004,-0.665802,-16.86147,3.5428941,-20.145906,149.5970345010551,46.67613932229038,898.764088023384,1945.8952475766068,3012.1552128375324,03-01-04-02-02-02-01.wav,sad
-164.05898,69.927925,-3.7469478,18.809633,-14.081761,-8.589758,-4.4571996,-18.291262,-22.17515,1.3520772,-14.160697,2.2731109,-16.759989,159.22943755389633,47.562188006607435,1012.2424836755629,2073.847310279147,3154.2714832308016,03-01-05-01-01-01-01.wav,angry
-122.08042,61.058693,-6.992972,13.536913,-18.642784,-7.40893,-18.579609,-21.632496,-23.306517,-6.545947,-17.067253,-1.9026852,-17.018747,205.72806412315109,81.16343376835785,892.9707287075137,1892.0042293303736,2997.3419319505942,03-01-05-01-01-02-01.wav,angry
-127.4219,78.50826,-0.5553538,20.356173,-13.731265,-9.049137,-16.728819,-27.836304,-22.982742,-6.179899,-14.142571,-0.22171748,-18.875456,168.04013587810402,70.91765675386625,952.7664126286386,1943.032795998535,3063.620371973867,03-01-05-01-02-01-01.wav,angry
-152.42894,71.429115,-7.7052407,16.251043,-15.451529,-8.419951,-13.565017,-29.865114,-24.69191,-3.5821037,-17.21681,3.7180192,-20.916119,201.40069964897913,112.76356445763216,952.0269393116607,1929.3953818715092,3055.1715761832857,03-01-05-01-02-02-01.wav,angry
-130.2068,29.834225,-35.540035,-8.654986,-29.743101,-13.64416,-29.802042,-19.200176,-25.54619,-8.854252,-15.378464,-8.622632,-18.911453,328.63014466969275,68.06046420276394,988.5845740159957,1975.5441527942935,3051.220932164975,03-01-05-02-01-01-01.wav,angry
-152.03706,39.885937,-23.670355,0.021004578,-23.19208,-14.679469,-12.647104,-19.06492,-25.97639,-6.902348,-21.1601,-2.9443884,-15.807611,265.75398405513823,43.62285931392489,1046.6370634876637,1988.2868285015682,3079.699871223754,03-01-05-02-01-02-01.wav,angry
-149.00189,33.63871,-17.603745,2.4541488,-23.485043,-13.2636795,-12.484751,-19.797718,-24.278635,-1.3472178,-17.929153,1.7450535,-17.160923,216.95104977931078,81.69429307256833,1090.6797039654116,2039.314257142223,3102.790829363598,03-01-05-02-02-01-01.wav,angry
-111.61588,23.181896,-36.682236,-10.219916,-23.814796,-22.874537,-29.65327,-21.36399,-28.102192,-0.19953175,-20.844707,-6.475111,-12.795441,334.497547413407,89.74572320440862,1030.5255443141132,1963.767838306946,3044.4970870889983,03-01-05-02-02-02-01.wav,angry
-155.44862,95.905334,-10.36689,26.970173,-3.6764438,-9.877172,-15.882385,-30.546442,-12.515031,-8.466301,-9.925035,4.9212694,-20.871845,147.59678653241744,18.342117286223964,784.2590739355554,1861.9151840230054,2891.499599829511,03-01-06-01-01-01-01.wav,fearful
-108.318565,93.846794,-18.882933,21.90213,-7.9136662,-14.8459835,-25.46569,-36.011074,-19.947723,-6.2454987,-16.775536,2.5854163,-21.856144,191.40088632949875,89.3743402301689,872.9185155690489,1813.8599172639115,2889.5053855000974,03-01-06-01-01-02-01.wav,fearful
-118.30325,93.66455,-4.0188265,29.869875,0.5053383,-5.5252523,-18.818531,-24.747862,-12.394514,-1.316279,-8.034069,2.546574,-15.857305,133.67623576662237,58.35339231326543,935.4685961697321,1974.7757264189725,3066.553888776673,03-01-06-01-02-01-01.wav,fearful
-125.512985,85.23399,-11.028601,29.197826,-3.669746,-4.1619697,-20.164938,-25.794361,-13.672607,-4.320748,-7.4462442,-1.9016858,-13.601958,129.69289442208262,33.8218480239581,872.6755541937808,1878.3715650967565,2956.972580260911,03-01-06-01-02-02-01.wav,fearful
-214.77205,41.66974,-14.801156,9.360303,-4.752464,-4.953074,-14.270074,-16.847813,-15.097608,1.8834728,-11.069855,1.1071216,-12.379537,240.89873518363,111.24019046848147,1020.9525034307927,1937.532379059426,3072.8503071580885,03-01-06-02-01-01-01.wav,fearful
-208.72618,55.88306,-30.412985,-0.115833096,-5.27851,-12.349381,-25.53783,-26.343966,-24.102764,-7.2388306,-20.611477,-6.6621737,-17.523891,256.6953241820718,68.28666164071811,974.1705013781159,1874.6800287061271,2934.4878545699016,03-01-06-02-01-02-01.wav,fearful
-146.12955,35.85535,-33.462734,-4.974911,-23.954588,-17.936583,-29.848509,-27.458368,-29.647512,-7.5196114,-21.362923,-8.1283865,-18.186222,259.4118129561001,37.81557860704523,1069.3640875103958,2008.4908034755945,3168.5897040442323,03-01-06-02-02-01-01.wav,fearful
-161.49973,48.795464,-29.36317,-0.8151633,-14.463616,-14.706782,-26.526066,-22.331163,-33.271282,1.9490373,-19.613123,-9.375122,-22.2251,253.87678200066208,39.67902366908709,958.3347543343742,1855.8837401756325,2982.831132230421,03-01-06-02-02-02-01.wav,fearful
-144.4315,89.61497,0.39072922,17.632963,-1.3291651,-10.045826,-14.637302,-23.019726,-17.509626,0.34982845,-18.252731,-1.7568301,-18.86659,149.94054432591352,58.018457739485875,934.2685353700784,1945.5584294302791,3065.6368025016754,03-01-07-01-01-01-01.wav,disgust
-167.86282,81.15469,-0.10937674,6.853459,1.4813737,-11.569567,-15.427871,-21.626871,-17.080202,1.8523239,-14.867758,-4.165945,-13.266649,160.34738228238615,63.842213270414845,911.1209046029296,1910.6794311428432,2967.8073360792428,03-01-07-01-01-02-01.wav,disgust
-150.60757,89.87798,5.1151204,22.792955,-4.9774003,2.1086664,-27.682743,-16.379316,-11.581488,-4.424577,-11.441233,-0.8958494,-14.333129,122.78115031983423,43.86591850875182,900.2572186941949,1896.5546393324826,2932.345250292541,03-01-07-01-02-01-01.wav,disgust
-136.64146,88.2416,3.5353394,15.851868,-5.7504315,1.1682527,-26.20109,-16.26736,-11.786873,-0.63320696,-12.787028,-1.6247528,-17.448532,131.38900220204044,34.76921908019852,979.784202401162,1992.6823488223251,3095.2894576558742,03-01-07-01-02-02-01.wav,disgust
-200.25479,59.411594,-10.098529,-14.5241,-11.475648,-9.404809,-31.200424,-21.539806,-21.688602,-7.921466,-10.685027,-10.302331,-12.543218,248.76280629047585,86.01759293436065,852.3580070863392,1761.305732909579,2872.2530993033984,03-01-07-02-01-01-01.wav,disgust
-148.72867,61.471004,-7.691886,-3.2902455,-20.787382,-18.520731,-39.214195,-16.066645,-20.17834,-12.57734,-18.2378,-13.101421,-23.920431,255.50694724313803,87.68426054491256,930.313277654714,1872.6423338551092,2978.496454469209,03-01-07-02-01-02-01.wav,disgust
-178.57133,51.48135,0.7109542,-11.376031,-10.660002,-8.441774,-41.243282,-9.999444,-17.298143,-15.37473,-4.169748,-11.806633,-21.752815,194.93231921728656,68.48846700903798,852.7564889102364,1766.8294378130217,2952.164663558849,03-01-07-02-02-01-01.wav,disgust
-175.4728,68.9836,-6.080071,-2.9195874,-11.382006,-12.422175,-38.59016,-17.373226,-17.600359,-12.698632,-15.762149,-10.695741,-16.994236,209.36459693090123,88.57720738779122,855.1268448748626,1821.7994051798203,2979.4197190047676,03-01-07-02-02-02-01.wav,disgust
-164.10135,105.69238,-6.000208,24.17036,-4.696009,-12.054947,-19.480057,-21.731956,-23.194561,-0.70613575,-16.431532,0.64493364,-19.692314,151.81098312836247,32.34457745953441,916.9986880037876,1938.5407808371683,2994.342227898044,03-01-08-01-01-01-01.wav,surprised
-148.83464,111.793335,-11.636529,31.670858,-2.5824986,-11.99212,-21.098373,-24.166094,-15.285061,-0.13666306,-20.5795,4.854863,-21.554537,127.27423094860482,13.95086743580722,946.623845617481,1953.3629228741427,3050.6320401246394,03-01-08-01-01-02-01.wav,surprised
-177.10027,97.65182,2.208858,26.592733,-11.213292,-1.8866823,-17.77039,-24.008448,-16.03119,-1.9409688,-11.598461,-2.6145148,-17.283836,129.22521528732733,24.885624653673663,928.8166445493424,1941.8620174006562,3022.8576206919365,03-01-08-01-02-01-01.wav,surprised
-135.19838,100.5842,-7.8092575,18.651781,-17.200544,-8.356711,-21.016138,-24.137808,-24.221706,-2.3227098,-19.333233,-1.6092426,-19.678795,161.7057815285646,72.00239292391218,923.6675347966232,1943.40962417549,3009.7467738509054,03-01-08-01-02-02-01.wav,surprised
-120.514534,93.711815,-18.996334,18.73572,-11.139004,-18.791384,-22.911652,-26.5282,-24.728462,0.8840561,-25.023321,3.2252703,-21.717268,184.63934353822648,85.40542457614735,947.9903161233339,1921.3378468801773,3014.49768045906,03-01-08-02-01-01-01.wav,surprised
-128.44695,77.73908,-14.616237,14.171056,-12.921622,-11.739395,-23.801,-24.940924,-26.45061,-1.4507447,-20.261671,-1.1213956,-17.774332,209.81618732542424,81.47168039397208,943.3090355112708,1925.6385568262224,3093.0987792109618,03-01-08-02-01-02-01.wav,surprised
-127.95016,77.347336,-10.915207,16.261768,-13.119365,-12.619161,-23.414272,-32.064,-18.593208,-2.3020127,-18.476372,2.6904733,-20.996174,175.45603962052036,72.7047881636701,957.2282612174823,1973.0811806001484,3077.941517362028,03-01-08-02-02-01-01.wav,surprised
-98.54111,82.58728,-23.155914,8.54554,-15.573582,-12.687075,-35.03385,-27.275686,-26.362938,-0.89147323,-21.464876,1.0445527,-23.104013,217.74046555042506,83.13679830356155,936.2907589781508,1938.6655646148756,3020.870157943676,03-01-08-02-02-02-01.wav,surprised
-169.23871,87.77191,-33.445118,9.647118,-28.081427,-7.9737306,-29.024868,-12.263392,-9.760857,-5.958906,-12.082598,-6.461582,-7.460248,224.81224400056152,91.03688654990823,899.347930575735,2017.8412675630855,3320.2267606581313,03-01-01-01-01-01-02.wav,neutral
-155.307,78.48373,-33.104427,13.568509,-30.947338,-8.0421505,-27.83489,-8.964436,-12.589677,-2.452625,-11.757803,-8.338307,-7.3952184,253.56093035620563,89.70847824321643,902.1759167719794,2035.5067698718644,3232.7632883825286,03-01-01-01-01-02-02.wav,neutral
-182.59511,75.9838,-34.075554,4.1758995,-28.152857,-8.828938,-29.432096,-16.213345,-14.818415,-6.061531,-13.198815,-7.0593977,-2.9441857,233.77188581538329,72.29104450595399,863.242532597554,1955.5293802526417,3116.702510433787,03-01-01-01-02-01-02.wav,neutral
-164.74391,72.19261,-35.548122,2.8572967,-32.56328,-11.08961,-30.65129,-18.311745,-16.052797,-7.5476174,-14.462215,-12.862582,-5.154093,227.26370219257396,84.29936368609566,896.1978155007214,2006.6754226036169,3222.647619999604,03-01-01-01-02-02-02.wav,neutral
-198.85167,80.903496,-18.248842,11.512689,-24.410475,-1.9717772,-24.788485,-8.992972,-12.259385,-3.2625358,-14.816598,-5.782281,-4.7285013,238.04974048365264,81.99857865465471,857.1164650115197,2022.6172696652602,3119.678262147421,03-01-02-01-01-01-02.wav,calm
-175.86073,75.27016,-21.635172,11.770223,-23.72709,-1.5245609,-26.177427,-7.163865,-11.9178705,-2.7671056,-19.226168,-4.3200483,-3.2306473,230.33523908688895,41.03477846383813,882.8311011420591,2006.0243234189763,3352.188808756429,03-01-02-01-01-02-02.wav,calm
-189.87805,70.14265,-21.164629,2.3899994,-22.162674,-9.28167,-27.784437,-13.828429,-12.44445,-7.137626,-17.122269,-7.772798,-6.74334,219.04756776682342,36.680485927329215,921.3558943713923,2043.6158078545336,3529.42540047757,03-01-02-01-02-01-02.wav,calm
-190.71997,72.93576,-30.635656,0.12559295,-24.606094,-7.9350896,-29.883083,-13.882413,-13.200845,-6.994842,-17.201475,-11.678771,-8.149965,224.81542988758568,61.94853926420733,883.5974558619865,1947.6972398441255,3246.8538209733347,03-01-02-01-02-02-02.wav,calm
-192.78444,70.14257,-16.062387,11.031837,-23.636223,-4.6161513,-16.598663,-14.116156,-11.130131,-4.2982054,-17.29116,-5.813142,-7.688747,230.51226640802386,48.5091922120459,886.2419769032609,2037.0268565840977,3271.017689449996,03-01-02-02-01-01-02.wav,calm
-197.0824,67.955376,-17.144936,8.590328,-26.165756,0.9365659,-22.607561,-11.32037,-15.201807,0.51108456,-18.296528,-7.1389422,-5.6657763,225.41880765184183,50.753671170671694,895.9876771863293,1985.8433801279602,3456.5172677449054,03-01-02-02-01-02-02.wav,calm
-201.98164,63.383766,-19.333933,-4.8165507,-21.93433,-5.7984285,-27.208462,-16.617773,-14.219321,-5.7251687,-21.70027,-7.8982806,-10.026573,227.4388731817427,34.12531355900654,878.3138436219937,1945.5605805604569,3303.0718324730906,03-01-02-02-02-01-02.wav,calm
-156.51416,67.73414,-14.696444,-1.3779453,-20.521378,-6.146349,-27.67072,-12.511946,-10.293819,-4.0794177,-22.58713,-8.135883,-8.974865,208.5491293800585,66.85938854478904,900.8720052379526,1996.5917587951162,3502.2307994164807,03-01-02-02-02-02-02.wav,calm
-195.99315,71.40105,-50.470848,16.283047,-36.49021,-1.3925673,-31.885727,-12.267749,-12.675501,-9.644435,-10.900817,-14.955803,-5.2507677,243.25899711159326,77.56268240374195,927.7273959440133,1954.946166969998,3022.688599399849,03-01-03-01-01-01-02.wav,happy
-181.20312,70.85075,-46.113644,21.537966,-37.03234,-3.9811575,-33.8836,-10.95323,-12.966351,-10.653584,-8.880542,-14.051081,-4.2089443,250.79329196471193,74.88738594535918,862.0300065492937,1986.4286711147042,3093.7204879575856,03-01-03-01-01-02-02.wav,happy
-185.5713,68.45695,-48.039948,8.45754,-33.0538,-9.761598,-38.219986,-15.4590025,-10.70694,-12.758094,-10.120032,-16.929619,-3.9009588,239.55242095543497,66.52331079707291,911.2739038610541,1970.2236769007486,3299.976429932819,03-01-03-01-02-01-02.wav,happy
-179.33223,72.728035,-40.095448,11.126703,-30.881601,-10.489871,-36.871754,-10.743097,-8.280924,-9.358209,-9.951949,-12.398582,-4.8999314,238.98654430428897,72.54353798012332,779.551142977332,1904.5135192259743,2994.024009254299,03-01-03-01-02-02-02.wav,happy
-201.43214,43.540962,-62.89862,12.574333,-49.3644,-8.396871,-35.77708,-14.377699,-18.602547,-16.447403,-7.766653,-22.182005,-4.4051337,290.6104678035747,85.9614498793785,865.4874807614884,2045.77924873102,3284.24443071444,03-01-03-02-01-01-02.wav,happy
-213.59003,49.3022,-62.128,13.454106,-47.256813,-12.057112,-33.452366,-15.7921095,-17.821701,-14.374803,-7.23005,-19.72625,0.38089845,280.0012482366885,98.88449303348648,853.346223656575,2016.545910176853,3088.3836686101076,03-01-03-02-01-02-02.wav,happy
-192.77379,54.49451,-53.127857,11.013593,-37.075294,-17.845074,-37.083378,-15.029882,-8.706649,-20.431095,-8.716298,-21.440178,-1.7088977,251.65958819439712,63.02415660331121,820.3093672052049,1930.9776678266594,2943.111213316707,03-01-03-02-02-01-02.wav,happy
-214.69098,52.12956,-48.22529,7.8966913,-37.936565,-15.558422,-34.906906,-17.70265,-15.352477,-19.20256,-8.636608,-21.045815,-2.9778483,265.4547155016429,81.94406599539523,858.8941628455362,2034.6271240432432,3338.7021327376774,03-01-03-02-02-02-02.wav,happy
-172.4729,73.46851,-24.845339,10.142518,-23.940712,-3.622995,-26.731186,-10.417418,-13.0673485,-4.706765,-15.957433,-3.2071311,-4.983731,241.956663319365,62.86028483467118,890.6547369721023,1975.0277564985288,3433.858265425747,03-01-04-01-01-01-02.wav,sad
-207.10283,85.12038,-26.79113,11.462196,-24.052916,-3.6385572,-26.590677,-15.101338,-10.580318,-5.288533,-12.877127,-5.796407,-5.4134016,235.08252442210699,48.729380165230445,917.7871979050225,2021.024042759337,3428.891689694003,03-01-04-01-01-02-02.wav,sad
-230.43774,75.17316,-14.530565,6.3952603,-19.937431,-11.5748415,-34.002888,-12.429443,-10.606755,-9.060856,-12.570326,-8.892963,-5.7992315,218.29423110399475,20.11322658995171,910.7057064318178,2004.5692083441645,3401.5720188554105,03-01-04-01-02-01-02.wav,sad
-240.8103,71.603096,-15.38762,11.694656,-18.263683,-7.3692393,-26.771494,-12.841992,-6.474647,-6.1121902,-12.356386,-6.453087,-6.6510305,218.30954277409384,28.275955407340675,896.4881222621894,1978.469528032701,3330.244808802729,03-01-04-01-02-02-02.wav,sad
-209.08748,78.9621,-28.665833,4.4956183,-31.841883,-9.998593,-36.551327,-21.656837,-18.15064,-10.9221525,-9.092405,-10.790321,0.47687498,254.77127321578874,77.98492782916932,862.2613688703786,1957.453527424812,3329.5423226261337,03-01-04-02-01-01-02.wav,sad
-193.00883,84.26826,-18.953537,9.293895,-22.695177,-12.088686,-33.381744,-18.539854,-13.283465,-7.66082,-12.735457,-6.8539577,-6.5246806,245.90873525094833,69.99332257026043,882.7011220958221,1998.512970221304,3314.694496608845,03-01-04-02-01-02-02.wav,sad
-180.59146,72.26342,-21.342806,1.5908991,-24.084652,-14.401934,-39.857136,-25.26842,-16.373705,-11.986848,-13.965986,-13.337084,-4.986991,242.52289313185696,48.527148075305426,883.5935735226791,1976.489353925839,3373.0463711879606,03-01-04-02-02-01-02.wav,sad
-177.69092,69.08935,-12.2369995,5.16356,-26.427477,-18.515652,-38.036423,-21.980795,-13.751948,-13.31581,-11.876016,-12.655843,-4.7778974,257.20909881285513,73.11056893097475,950.68765827314,2013.9818292338605,3429.9147089472144,03-01-04-02-02-02-02.wav,sad
-169.43863,72.430374,-28.617348,10.714683,-30.109543,-2.8256934,-26.418804,-14.374474,-12.027528,-3.7348223,-10.431388,-6.4085865,-4.404637,268.31515214279966,72.48811543655293,941.8330190996663,2055.804876720975,3395.905141775383,03-01-05-01-01-01-02.wav,angry
-168.24799,58.01555,-29.056719,12.576057,-32.302265,-1.1346695,-27.375153,-11.16685,-11.534353,-1.8755016,-8.818257,-5.6176014,-6.2127395,251.26896197335998,83.75657149110071,902.5397839466099,1977.7689379383376,3027.475784394379,03-01-05-01-01-02-02.wav,angry
-154.48131,62.389233,-27.472042,1.5782824,-31.917578,-4.905148,-29.195103,-16.696688,-12.545948,-8.000996,-11.471224,-10.490056,-5.0509005,248.9175254296297,72.99865617601199,885.9162516137056,1977.5023317593034,3213.2614334348004,03-01-05-01-02-01-02.wav,angry
-169.84366,62.90714,-29.93008,2.0472844,-35.455837,-3.803029,-30.626614,-18.04592,-14.915619,-8.440702,-12.089528,-13.250783,-1.4616448,249.70688008121937,76.21388883211274,926.7745380741502,1993.933836064083,3306.9843380335556,03-01-05-01-02-02-02.wav,angry
-171.84798,41.222195,-48.597656,3.0436006,-45.498466,2.0807707,-31.156012,-10.211329,-13.36872,-6.792696,-10.107662,-12.231174,-5.0463243,329.2631606548646,96.06442607021214,938.2061231111061,2030.1516067247303,3318.3966917719,03-01-05-02-01-01-02.wav,angry
-167.9383,47.813984,-50.424126,3.1546674,-45.096684,7.416869,-27.19637,-13.199766,-15.3103075,-7.0390134,-8.65451,-13.618565,-2.7096581,320.03004420276,66.98726562077582,964.2036325663988,2035.5952137747793,3315.340649038453,03-01-05-02-01-02-02.wav,angry
-206.56744,28.820686,-68.360275,-7.811051,-54.77378,-3.2731924,-34.930023,-21.942678,-18.901207,-15.260497,-14.040988,-21.41745,-11.151192,348.8440669156247,86.65248786159889,862.1892409661227,1912.1320864937345,3067.3293870814696,03-01-05-02-02-01-02.wav,angry
-180.10588,27.063974,-63.010967,-4.5952168,-54.260197,-1.2832236,-35.39375,-18.739855,-18.76514,-14.690714,-14.046619,-19.155682,-10.020316,326.29211241628036,98.67921422647049,909.0593177328325,1920.0084885307165,3204.278912817907,03-01-05-02-02-02-02.wav,angry
-172.34543,37.937336,-39.1867,1.988269,-36.34268,-5.1716895,-30.908506,-12.775489,-21.70379,-7.5060587,-13.332133,-10.380727,-3.9791036,316.1195157603076,43.73308419848227,951.332007024934,1968.3726034465747,3232.4872006090945,03-01-06-01-01-01-02.wav,fearful
-166.66919,43.291283,-50.931465,-0.7707037,-37.836826,-2.2497907,-32.144722,-16.168491,-18.068876,-8.612095,-13.105337,-11.406141,-2.75995,334.6827248508198,32.45402777890606,887.6163821157937,1932.5123201469416,3234.7699982903714,03-01-06-01-01-02-02.wav,fearful
