mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc_delta1_mean,mfcc_delta2_mean,mfcc_delta3_mean,mfcc_delta4_mean,mfcc_delta5_mean,mfcc_delta6_mean,mfcc_delta7_mean,mfcc_delta8_mean,mfcc_delta9_mean,mfcc_delta10_mean,mfcc_delta11_mean,mfcc_delta12_mean,mfcc_delta13_mean,mfcc_delta2_1_mean,mfcc_delta2_2_mean,mfcc_delta2_3_mean,mfcc_delta2_4_mean,mfcc_delta2_5_mean,mfcc_delta2_6_mean,mfcc_delta2_7_mean,mfcc_delta2_8_mean,mfcc_delta2_9_mean,mfcc_delta2_10_mean,mfcc_delta2_11_mean,mfcc_delta2_12_mean,mfcc_delta2_13_mean,pitch_mean,pitch_std,pitch_range,rms_mean,rms_std,rms_range,zcr_mean,zcr_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,flatness_mean,flatness_std,contrast1_mean,contrast2_mean,contrast3_mean,contrast4_mean,contrast5_mean,contrast6_mean,contrast7_mean,contrast1_std,contrast2_std,contrast3_std,contrast4_std,contrast5_std,contrast6_std,contrast7_std,f1_mean,f2_mean,f3_mean,jitter,shimmer,hnr,filename,label
-140.83363,95.87489,-0.56067735,25.285473,1.0325761,-0.05671046,-19.88417,-16.916788,-17.025187,5.7253575,-3.7251441,0.65878904,-13.36402,-2.7248318,1.2803203,-0.06327278,-0.9475718,0.23873378,-0.16105396,0.6133488,0.34859866,0.5365373,-0.17938052,0.36422542,0.22516647,-0.02172621,-1.0745857,-0.8395172,0.1413576,0.49672014,0.6229982,0.26908013,-0.63212526,0.017866764,0.47181895,-0.055312447,0.02489412,-0.22360621,0.05493666,108.69372593685333,20.90187774729614,165.3022434599544,0.14489608,0.072753936,0.31020415,0.14019972278225806,0.1610070771733107,1751.686147692618,1288.3201091561152,1468.5413709966772,398.76632104651947,3054.3094758064517,1752.661262354449,0.019697864,0.035380755,32.57567666462842,16.50196293512212,19.89724307421572,19.083175947724893,18.64194064901169,19.007726996332096,52.66781359951252,5.734611526642806,6.116265780773737,4.918164948253734,4.234548568913006,2.4691662679737996,3.002289662343635,7.453959606658987,938.6217537181549,1965.0545708115585,2998.7207100983555,0.021896299428304133,0.09896024911070805,9.756154272386306,03-01-02-02-02-02-01.wav,calm
-125.1787,108.5249,-12.750311,27.833645,-9.352283,-11.169151,-17.079008,-24.661098,-18.250578,-2.845408,-20.700678,4.6738124,-19.866339,-2.4180067,1.5692604,1.1843278,-2.5341094,0.5639791,0.73852545,0.02178385,0.0551175,-0.12414702,0.52169335,-0.009777199,0.6639749,-0.24649762,-0.3018894,-0.874743,-0.4193535,0.3346828,0.7875523,0.61888415,-0.34954357,0.03535055,0.38585973,0.488461,0.24731615,-0.19728649,0.23246124,160.16031811793007,53.39201378476634,410.2757393152234,0.17679936,0.071495384,0.29154053,0.10199770720108696,0.06579741803225031,1507.9499375619214,819.9139451988684,1456.846619867397,378.1017855881793,2861.7527173913045,1450.8192955084098,0.02185533,0.05559769,30.988844372095272,17.47097616943237,20.809786013926963,18.351730034863497,17.711308372738475,22.915704935467954,50.03296782943843,7.009253693331351,5.845255585156079,5.381717661613191,4.3987741578575115,3.0258618850324734,4.9992323550074875,9.81202462383607,798.6858651653039,1837.169565994406,2899.980478948953,0.03337623059164056,0.1447242776269304,8.494017050371028,03-01-03-01-01-01-01.wav,happy
-183.56258,100.756096,-14.095285,30.26416,-0.9895304,-12.585621,-14.373537,-26.039557,-14.0871,2.7289083,-17.657833,8.632251,-17.354532,-8.579972,-0.39936164,2.3225498,-0.72741115,0.8791855,1.7475219,0.9135025,0.9023881,0.84539,0.5151865,0.9669041,0.008498782,0.70197093,-0.838912,-0.8099633,0.7722914,0.020562977,0.047713436,0.5340745,0.042241875,0.3807566,-0.2590657,-0.038076643,0.25847095,-0.19382255,0.25002393,149.78913477878856,92.48379127505159,450.0,0.13324946,0.08065426,0.29825225,0.10206853693181818,0.05521296637319369,1453.2940470318722,745.9259665155638,1454.910924182274,402.2916923128114,2811.931818181818,1461.5286195838257,0.013514995,0.028335817,31.02680416831842,16.603678809306448,19.97557647359102,18.40648239927821,18.366763129308495,23.17433437611632,52.06381443540414,6.9279324855993325,5.013444548971624,3.7734073984525653,3.9401944226179983,3.0538768501549196,5.194429039885346,10.52045017961237,930.4457726574938,1963.978147812498,3005.34759081486,0.027597426005198544,0.13798712800388194,8.442664166338293,03-01-03-01-01-02-01.wav,happy
-127.816376,107.006424,-0.7321502,22.435137,-10.5040655,-8.199681,-17.843481,-28.099245,-22.602718,4.830383,-16.477804,4.4340816,-15.829876,-3.7464392,1.4611292,0.8080799,-1.0689623,1.2184068,-0.039096702,0.11046447,0.36404264,-0.22199108,-0.45932183,-0.23284984,0.8177925,-0.23166937,-1.7991078,-0.8409772,0.28198436,0.3943172,1.2248962,0.42699513,-0.9325543,-0.0190594,0.33651462,-0.12982474,0.2368284,-0.2965554,0.19860056,137.2366784111917,51.284084147651946,403.69090328534844,0.18085743,0.08266764,0.3145085,0.12404421542553191,0.13192775001922669,1583.561346867297,1040.6728662662922,1486.48550800278,435.3551655691942,2981.3829787234044,1723.0283679474053,0.01749303,0.03284215,31.142491078731982,17.821347757233543,21.695577431752135,18.48473434328654,19.468958028279804,21.600514585769908,53.129741351991974,4.64399375806097,6.345178315600565,4.758993656673569,4.176537668860124,2.9832137692608094,4.034355381587795,9.582296628737442,928.0624619693145,1888.766520125035,2994.7205549237447,0.02288556653323884,0.12658095650173698,8.513486943624107,03-01-03-01-02-01-01.wav,happy
-111.86907,88.35189,-1.762402,25.896257,-9.977141,-4.3733,-16.902098,-28.461878,-21.70603,0.49027973,-14.014604,4.1289196,-16.613876,-3.736947,1.2815653,0.16572212,-1.3958552,1.3044066,0.18248202,-0.5192481,0.34297377,0.072232075,-0.3876121,-0.24586882,0.6726872,-0.067596845,-0.7683338,-1.0029463,0.11666718,0.6976981,0.974306,0.35468128,-0.56861925,-0.23626357,0.22410716,-0.17011729,0.22118996,-0.45607308,0.17434882,137.81960903546653,70.21144226067968,446.12232155912386,0.18775028,0.076329425,0.29719418,0.1323875144675926,0.13661947681038986,1804.0986163937996,1158.5311816678989,1515.9658749225841,345.22266803121204,3243.634259259259,1510.6890873777227,0.016751667,0.02709711,32.8157128026996,17.463564942108633,22.182626497115123,18.677589148013148,18.805388633200213,22.196978345410027,52.77311980554383,4.431514755923108,5.8801253795794,4.838781486797906,3.293177125866193,2.7393449693776857,4.395081081110162,8.347455070741832,956.2706622753353,1969.9532285820374,3034.160545692533,0.020594044329434864,0.13146375338223948,8.401408243822384,03-01-03-01-02-02-01.wav,happy
-158.70068,84.9267,-18.76642,5.7485843,-12.408154,-17.353966,-33.329315,-18.157242,-31.258026,-1.5399992,-19.453896,-0.47028106,-18.804039,-2.25893,1.2561446,1.1362418,-2.0019736,0.26300207,1.1906604,-0.40664122,0.087571844,0.2526081,0.29852572,0.2793048,0.47364646,-0.244855,0.049380444,-0.6269971,-0.16930364,0.21060601,0.32173833,0.34024492,0.0041718874,-0.09785479,0.098108254,0.09828182,0.27169466,0.08910812,0.2376973,209.56208684945494,49.38628852450534,227.9096489053169,0.121626414,0.053980775,0.23783053,0.11156728316326531,0.06881638490385025,1698.3435224249647,875.5480220623915,1562.7673633444258,357.6381790022052,3006.6964285714284,1470.3333573581892,0.01936779,0.03994868,31.471797354121065,18.80883680782236,20.529441176261006,20.163154196922424,19.20720395953545,19.81350193341183,51.020726836312015,6.661799938250838,5.553798347451063,4.8017962069428135,4.716546933005835,3.036396937803556,2.9658129432601754,9.658963967642,907.2770311121772,1914.3302330680408,2909.908922954595,0.03491075145064994,0.13138298970878284,9.456614429951042,03-01-03-02-01-01-01.wav,happy
-173.6683,86.639084,-28.225592,10.316698,-10.238006,-20.278473,-24.836758,-27.220255,-35.226376,4.0294027,-24.137304,0.48186502,-17.335943,-2.6945407,2.4913943,1.1420826,-1.8131502,0.121447444,0.9050544,-0.15290837,-0.3119914,0.56533235,-0.14534116,0.31321517,0.39494506,-0.28849807,-1.265533,-0.62452656,0.37774923,0.3582488,0.5439632,0.82245755,-0.12226436,-0.0075362287,0.37652597,0.04147894,0.52915245,-0.10250699,0.29138085,224.20940809250953,78.07896957005813,393.72695423848864,0.116138466,0.06278647,0.27994755,0.10746173469387756,0.06681384211433292,1628.6576851894654,711.9372370356392,1564.9538026101638,407.75681400142463,3113.998724489796,1410.6691815512052,0.014583716,0.033676617,31.592694840043897,18.562574474939943,22.502192437361188,20.53853835605556,19.566505226849873,22.022568157297155,51.054069037796644,7.652165928877752,6.056266751711257,5.449746051070917,4.303516590045153,3.4256485655454827,4.754626958216646,11.03703093480124,919.6615169817567,1832.1492297648388,2890.865900840248,0.028317914457144513,0.11948574316769923,11.501574113478508,03-01-03-02-01-02-01.wav,happy
-119.79694,69.54781,-18.618893,10.329036,-11.622662,-17.27999,-22.577673,-31.62697,-26.08506,3.2251244,-24.763533,5.0292172,-20.235409,-1.7723962,1.05542,-0.6786681,-0.91060394,1.4128679,0.25214857,-0.2357376,0.17228833,0.4207759,-0.28172413,0.3582382,0.4167201,-0.31212255,-1.3036484,-1.2898575,0.3478147,0.49145892,0.47855666,0.39716038,-0.38731053,0.25935102,0.53529406,0.009780681,0.10887253,-0.17823316,-0.011457032,187.40046537878516,74.57214618389374,422.87158557020484,0.17414723,0.08336306,0.32106248,0.15896356301229508,0.15264942789842081,2007.9851758783332,1112.6714708601646,1640.4878286831693,342.8321743992915,3586.9620901639346,1521.611173705196,0.018804694,0.031567074,34.31251164773794,19.717605100719762,22.264921316132302,19.74684016467456,19.28371930894686,22.264186869857163,51.81967116794319,6.445884717082086,5.953823017335518,6.425288151028819,4.352617563864466,3.297832393516342,3.970221236448024,8.233227782557128,984.7811383152767,1933.1331768196578,3023.819683515813,0.0257691105952925,0.11829252945600979,8.349500307063122,03-01-03-02-02-01-01.wav,happy
-141.44711,74.04506,-22.01967,6.0998006,-13.224957,-15.379597,-24.994017,-30.855556,-27.536322,-0.35803497,-19.561712,4.2339864,-16.807943,-1.0358796,1.3735222,0.13656554,-0.9286051,0.94732136,0.026264504,-0.24922776,0.25448906,0.109098025,-0.00042121529,-0.23981476,0.4074655,-0.10944685,-2.7040157,-0.682547,0.5009937,0.45019618,0.8150939,0.5546273,-0.3536863,0.08789178,0.6429308,0.037046354,0.15537548,-0.13967742,0.005896488,180.97212588435892,69.65297770823534,430.1037519295186,0.14814173,0.07139193,0.26509327,0.14556384477459017,0.15158029834040215,1907.7596907594825,1155.816414561357,1546.5618705855704,345.4813058958775,3480.1485655737706,1504.811441691819,0.016762655,0.028598279,36.07590785323921,19.308403083789347,21.88141059418097,20.342499166941455,18.456642828496463,22.168222838794506,50.624245471879995,6.995779984661307,6.435313450522974,5.359782900952249,4.026531488723187,3.331468036653874,3.783004925601484,7.813843001710412,946.1138015277817,1956.8549118496842,3025.379668663491,0.02366326042066472,0.1346828433432313,8.503032607608347,03-01-03-02-02-02-01.wav,happy
-185.03648,105.790085,-10.582515,32.965275,-2.983818,-4.4402246,-15.945287,-24.948914,-13.575386,-7.1932077,-6.3650885,-0.9189215,-17.450718,-2.697485,0.43511704,0.033659644,-1.4056778,0.29618502,0.7768394,-0.012625388,0.28739384,0.7401687,0.3523728,0.45516545,-0.5846116,0.34922072,-0.8223114,-1.0068067,0.4280407,0.38657275,-0.42434683,0.26212198,0.12894472,0.3895288,0.051470824,-0.0062122173,0.42813626,-0.2059787,0.2540198,126.80455017971742,22.529785668148644,170.84680607397655,0.10406307,0.058544584,0.2812597,0.10082135881696429,0.07197571510467769,1500.1020153390225,806.7452751443622,1464.5403683197371,347.65702432795246,2848.4933035714284,1249.4092830038817,0.012946578,0.024264505,31.538983690030857,16.486613648291446,20.293269278218904,18.181568223673146,18.50565736929331,22.27182485969232,51.19139742616827,5.187133246363289,5.029822760883712,5.526398744141896,3.3232808792444404,2.215324696477177,3.942774188552181,9.729659428844283,916.8168048434175,1955.8262167737926,3050.4555109380635,0.0300522561392149,0.1254646365072769,10.332845336204768,03-01-04-01-01-01-01.wav,sad
-166.36719,109.72305,-11.896858,37.197575,-5.951604,-2.294101,-14.352956,-23.58364,-19.069279,-3.6359794,-7.2609644,-1.8122218,-12.509719,-3.611692,2.4722683,0.506616,-1.9913762,0.15945178,1.0838209,0.22613676,-0.21130434,0.33172417,0.07350667,0.36132208,0.5472906,0.5009886,-0.7299396,-1.3666248,0.11826698,-0.06818106,0.19128849,0.7134132,-0.17285609,0.0047543608,0.1531973,0.35827672,0.3312884,-0.018297754,0.17218496,109.39728607296719,21.209592322450746,100.41467855387413,0.1140379,0.05568891,0.21772695,0.09737574800531915,0.05854366632036817,1471.1899724242207,784.6483629564653,1427.09959987757,424.3804724521829,2885.1396276595747,1416.524700900094,0.024470435,0.059896417,30.515085859626907,16.40767002518815,21.740944204712278,19.284859313882087,17.80594323771195,20.873062737024895,50.415034638502085,7.544012545501422,4.979838381113507,5.590330941973964,4.00841222849747,2.656524634015264,4.183858406256891,11.349342361842137,898.2021038315993,1961.7118296769374,2990.101878853398,0.01948481682665481,0.1322681894883856,9.59360447105813,03-01-04-01-01-02-01.wav,sad
